scheme,standard_number,base_is_number,product_name,category,qco_notification
Scheme-I (ISI Mark),IS 16725 : 2018,IS 16725,Tactical 3 point sling,Protective Textiles,"74. Protective Textiles (Quality Control) Order, 2022 (S.O. 1707(E), dated 10th April, 2023) Protective Textiles (Quality Control) Amendment Order, 2022 (S.O. 2332(E), 24th May, 2023) Protective Textiles (Quality Control) Amendment Order, 2024 S.O. 3896(E), dated 12th September 2024"
Scheme-I (ISI Mark),IS 16726 : 2018,IS 16726,Pouch for ammunition and grenades made of disruptive pattern nylon-66,Protective Textiles,"74. Protective Textiles (Quality Control) Order, 2022 (S.O. 1707(E), dated 10th April, 2023) Protective Textiles (Quality Control) Amendment Order, 2022 (S.O. 2332(E), 24th May, 2023) Protective Textiles (Quality Control) Amendment Order, 2024 S.O. 3896(E), dated 12th September 2024"
Scheme-I (ISI Mark),IS 17051 : 2018,IS 17051,Bullet resistant jackets,Protective Textiles,"74. Protective Textiles (Quality Control) Order, 2022 (S.O. 1707(E), dated 10th April, 2023) Protective Textiles (Quality Control) Amendment Order, 2022 (S.O. 2332(E), 24th May, 2023) Protective Textiles (Quality Control) Amendment Order, 2024 S.O. 3896(E), dated 12th September 2024"
Scheme-I (ISI Mark),IS 17286 : 2019,IS 17286,Water-proof multipurpose rain poncho,Protective Textiles,"74. Protective Textiles (Quality Control) Order, 2022 (S.O. 1707(E), dated 10th April, 2023) Protective Textiles (Quality Control) Amendment Order, 2022 (S.O. 2332(E), 24th May, 2023) Protective Textiles (Quality Control) Amendment Order, 2024 S.O. 3896(E), dated 12th September 2024"
Scheme-I (ISI Mark),IS 15768 : 2008,IS 15768,Upholstered composites used for non-domestic furniture,Upholstered Composites used for Non-Domestic Furniture,"75. Protective Textiles Quality Control (Upholstered Composites used for Non-Domestic Furniture) Order, 2024 S.O. 3916(E), dated 12th September 2024"
Scheme-I (ISI Mark),IS/,IS/,Lighters- Safety Specifications,Flame- Producing Lighters,"76. Flame- Producing Lighters (Quality Control) Order, 2023 S.O. 2986(E), dated 5th July 2023 Flame- Producing Lighters (Quality Control) Amendment Order, 2024 S.O. 4230(E), dated 24th September 2024 Amendment in the Quality Control Order S.O. 777(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS/,IS/,Utility Lighters – Safety Specifications,Flame- Producing Lighters,"76. Flame- Producing Lighters (Quality Control) Order, 2023 S.O. 2986(E), dated 5th July 2023 Flame- Producing Lighters (Quality Control) Amendment Order, 2024 S.O. 4230(E), dated 24th September 2024 Amendment in the Quality Control Order S.O. 777(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 17803: 2022,IS 17803,"Potable Water Bottles (Copper, Stainless Steel, Aluminum)",Potable Water Bottles,"77. Potable Water Bottles (Quality Control) Order, 2023 S.O. 2988(E), dated 5th July 2023 Potable Water Bottles (Quality Control) Order, 2024 S.O. 1071(E), dated 05th March 2024 Potable Water Bottles (Quality Control) Amendment Order, 2024 S.O. 3702(E), dated 29th August 2024 Amendment in the Quality Control Order S.O. 777(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 814 : 2004,IS 814,Covered electrodes for manual metal arc welding of carbon and carbon manganese steel,Welding Rods and Electrodes,"78. Welding Rods and Electrodes (Quality Control) Order, 2023 S.O. 3153(E), dated 14th July 2023 Amendment in the Quality Control Order S.O. 777(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 6419 : 1996,IS 6419,Welding rode and bare electrodes for gas shielded arc welding of structural steel,Welding Rods and Electrodes,"78. Welding Rods and Electrodes (Quality Control) Order, 2023 S.O. 3153(E), dated 14th July 2023 Amendment in the Quality Control Order S.O. 777(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 16444,IS 16444,A.C. Static Direct Connected Watt Hour Smart Meter Class 1 and 2,Smart Meters,"79 . Smart Meters (Quality Control) Order, 2023 S.O. 3154(E), dated 14th July 2023"
Scheme-I (ISI Mark),IS 16444,IS 16444,"A.C. Static Transformer Operated Watt Hour and Var-Hour Smart Meters, Class 0.2S, 0.5S and 1.0S",Smart Meters,"79 . Smart Meters (Quality Control) Order, 2023 S.O. 3154(E), dated 14th July 2023"
Scheme-I (ISI Mark),IS 17790 : 2022,IS 17790,Insulated Flask for Domestic Use,"Insulated Flask, Bottles and Containers for Domestic Use","80. Insulated Flask, Bottles and Containers for Domestic Use (Quality Control) Order, 2023 S.O. 3140(E), dated 14th July 2023 Insulated Flask, Bottles and Containers for Domestic Use (Quality Control) Order, 2024 S.O. 1072(E), dated 05th March 2024 Insulated Flask, Bottles and Containers for Domestic Use (Quality Control) Amendment Order, 2024 S.O. 3705(E), dated 29th August 2024 Amendment in the Quality Control Order S.O. 777(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 17526 : 2021,IS 17526,Domestic Stainless steel vacuum flask/bottle,"Insulated Flask, Bottles and Containers for Domestic Use","80. Insulated Flask, Bottles and Containers for Domestic Use (Quality Control) Order, 2023 S.O. 3140(E), dated 14th July 2023 Insulated Flask, Bottles and Containers for Domestic Use (Quality Control) Order, 2024 S.O. 1072(E), dated 05th March 2024 Insulated Flask, Bottles and Containers for Domestic Use (Quality Control) Amendment Order, 2024 S.O. 3705(E), dated 29th August 2024 Amendment in the Quality Control Order S.O. 777(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 17569: 2021,IS 17569,Insulated Container for Food Storage,"Insulated Flask, Bottles and Containers for Domestic Use","80. Insulated Flask, Bottles and Containers for Domestic Use (Quality Control) Order, 2023 S.O. 3140(E), dated 14th July 2023 Insulated Flask, Bottles and Containers for Domestic Use (Quality Control) Order, 2024 S.O. 1072(E), dated 05th March 2024 Insulated Flask, Bottles and Containers for Domestic Use (Quality Control) Amendment Order, 2024 S.O. 3705(E), dated 29th August 2024 Amendment in the Quality Control Order S.O. 777(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 3513 (,IS 3513,Resin treated compressed wood laminates (compregs) – For electrical purposes,Resin Treated Compressed Wood Laminates,"81. Resin treated compressed wood laminates (Quality Control) Order, 2023 S.O. 3139(E), dated 14th July 2023 Resin Treated Compressed Wood Laminates (Quality Control) Order, 2024 S.O. 1018(E), dated 29th February 2024 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 3513 (,IS 3513,Resin treated compressed wood laminates (compregs) – For chemical purposes,Resin Treated Compressed Wood Laminates,"81. Resin treated compressed wood laminates (Quality Control) Order, 2023 S.O. 3139(E), dated 14th July 2023 Resin Treated Compressed Wood Laminates (Quality Control) Order, 2024 S.O. 1018(E), dated 29th February 2024 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 3513 (,IS 3513,Resin treated compressed wood laminates (compregs) – For general purposes,Resin Treated Compressed Wood Laminates,"81. Resin treated compressed wood laminates (Quality Control) Order, 2023 S.O. 3139(E), dated 14th July 2023 Resin Treated Compressed Wood Laminates (Quality Control) Order, 2024 S.O. 1018(E), dated 29th February 2024 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 1363 (,IS 1363,"Hexagon Head Bolts, Screws and Nuts of product Grade C Hexagon Head Bolts (Size Range M 5 to M 64)","Bolts, Nuts and Fasteners","82. Bolts, Nuts and Fasteners (Quality Control) Order, 2023 S.O. 3267(E), dated 21st July 2023 Bolts, Nuts and Fasteners (Quality Control) Order, 2024 S.O. 2771(E), dated 12th July 2024"
Scheme-I (ISI Mark),IS 1363 (,IS 1363,Hexagon Head Screw (Size ranges from M 5 to 64),"Bolts, Nuts and Fasteners","82. Bolts, Nuts and Fasteners (Quality Control) Order, 2023 S.O. 3267(E), dated 21st July 2023 Bolts, Nuts and Fasteners (Quality Control) Order, 2024 S.O. 2771(E), dated 12th July 2024"
Scheme-I (ISI Mark),IS 1363 (,IS 1363,"Hexagon Head Bolts, Screws and Nuts of product Grade C – Hexagon Nuts (Size Range M5 to M64)","Bolts, Nuts and Fasteners","82. Bolts, Nuts and Fasteners (Quality Control) Order, 2023 S.O. 3267(E), dated 21st July 2023 Bolts, Nuts and Fasteners (Quality Control) Order, 2024 S.O. 2771(E), dated 12th July 2024"
Scheme-I (ISI Mark),IS 1364 (,IS 1364,"Hexagon Head Bolts, Screws and Nuts of product Grades A and B – Hexagon Head Bolts (Size Range M 1.6 To M 64)","Bolts, Nuts and Fasteners","82. Bolts, Nuts and Fasteners (Quality Control) Order, 2023 S.O. 3267(E), dated 21st July 2023 Bolts, Nuts and Fasteners (Quality Control) Order, 2024 S.O. 2771(E), dated 12th July 2024"
Scheme-I (ISI Mark),IS 1364 (,IS 1364,"Hexagon Head Bolts, Screws and Nuts of Product Grades A and B – Hexagon Head Screws (Size Range M 1.6 to M 64)","Bolts, Nuts and Fasteners","82. Bolts, Nuts and Fasteners (Quality Control) Order, 2023 S.O. 3267(E), dated 21st July 2023 Bolts, Nuts and Fasteners (Quality Control) Order, 2024 S.O. 2771(E), dated 12th July 2024"
Scheme-I (ISI Mark),IS 4621:1975,IS 4621,Indicating Bolts for use in public baths and lavatories,"Bolts, Nuts and Fasteners","82. Bolts, Nuts and Fasteners (Quality Control) Order, 2023 S.O. 3267(E), dated 21st July 2023 Bolts, Nuts and Fasteners (Quality Control) Order, 2024 S.O. 2771(E), dated 12th July 2024"
Scheme-I (ISI Mark),IS 5187: 1972,IS 5187,Flush Bolts,"Bolts, Nuts and Fasteners","82. Bolts, Nuts and Fasteners (Quality Control) Order, 2023 S.O. 3267(E), dated 21st July 2023 Bolts, Nuts and Fasteners (Quality Control) Order, 2024 S.O. 2771(E), dated 12th July 2024"
Scheme-I (ISI Mark),IS 10238:2001,IS 10238,Fasteners – Threaded Steel Fastener – Step Bolts for Steel Structures,"Bolts, Nuts and Fasteners","82. Bolts, Nuts and Fasteners (Quality Control) Order, 2023 S.O. 3267(E), dated 21st July 2023 Bolts, Nuts and Fasteners (Quality Control) Order, 2024 S.O. 2771(E), dated 12th July 2024"
Scheme-I (ISI Mark),IS 12427 : 2001,IS 12427,Fasteners – Threaded Steel Fasteners – Hexagon Head Transmission Tower Bolts,"Bolts, Nuts and Fasteners","82. Bolts, Nuts and Fasteners (Quality Control) Order, 2023 S.O. 3267(E), dated 21st July 2023 Bolts, Nuts and Fasteners (Quality Control) Order, 2024 S.O. 2771(E), dated 12th July 2024"
Scheme-I (ISI Mark),IS 3757 : 1985,IS 3757,High Strength Structural Bolts,"Bolts, Nuts and Fasteners","82. Bolts, Nuts and Fasteners (Quality Control) Order, 2023 S.O. 3267(E), dated 21st July 2023 Bolts, Nuts and Fasteners (Quality Control) Order, 2024 S.O. 2771(E), dated 12th July 2024"
Scheme-I (ISI Mark),IS 204 (,IS 204,Tower Bolts- Non-ferrous metal,"Bolts, Nuts and Fasteners","82. Bolts, Nuts and Fasteners (Quality Control) Order, 2023 S.O. 3267(E), dated 21st July 2023 Bolts, Nuts and Fasteners (Quality Control) Order, 2024 S.O. 2771(E), dated 12th July 2024"
Scheme-I (ISI Mark),IS 204 (,IS 204,Tower Bolts- Ferrous metals,"Bolts, Nuts and Fasteners","82. Bolts, Nuts and Fasteners (Quality Control) Order, 2023 S.O. 3267(E), dated 21st July 2023 Bolts, Nuts and Fasteners (Quality Control) Order, 2024 S.O. 2771(E), dated 12th July 2024"
Scheme-I (ISI Mark),IS 15834 : 2022,IS 15834,Stainless Steel Sliding Door Bolts (Aldrops) for use With Padlocks,"Bolts, Nuts and Fasteners","82. Bolts, Nuts and Fasteners (Quality Control) Order, 2023 S.O. 3267(E), dated 21st July 2023 Bolts, Nuts and Fasteners (Quality Control) Order, 2024 S.O. 2771(E), dated 12th July 2024"
Scheme-I (ISI Mark),IS 2681 : 1993,IS 2681,Non-ferrous metal sliding door bolts (aldrops) for use with padlocks,"Bolts, Nuts and Fasteners","82. Bolts, Nuts and Fasteners (Quality Control) Order, 2023 S.O. 3267(E), dated 21st July 2023 Bolts, Nuts and Fasteners (Quality Control) Order, 2024 S.O. 2771(E), dated 12th July 2024"
Scheme-I (ISI Mark),IS 281 : 2009,IS 281,Mild steel sliding door bolts for use with padlocks,"Bolts, Nuts and Fasteners","82. Bolts, Nuts and Fasteners (Quality Control) Order, 2023 S.O. 3267(E), dated 21st July 2023 Bolts, Nuts and Fasteners (Quality Control) Order, 2024 S.O. 2771(E), dated 12th July 2024"
Scheme-I (ISI Mark),IS 7534: 1985,IS 7534,Sliding locking bolts for use with padlocks,"Bolts, Nuts and Fasteners","82. Bolts, Nuts and Fasteners (Quality Control) Order, 2023 S.O. 3267(E), dated 21st July 2023 Bolts, Nuts and Fasteners (Quality Control) Order, 2024 S.O. 2771(E), dated 12th July 2024"
Scheme-I (ISI Mark),IS 1284 : 1975,IS 1284,Wrought Aluminium Alloy Bolt and Screw Stock for General Engineering purposes,"Bolts, Nuts and Fasteners","82. Bolts, Nuts and Fasteners (Quality Control) Order, 2023 S.O. 3267(E), dated 21st July 2023 Bolts, Nuts and Fasteners (Quality Control) Order, 2024 S.O. 2771(E), dated 12th July 2024"
Scheme-I (ISI Mark),IS 15833 : 2009,IS 15833,Stainless steel Tower Bolts,"Bolts, Nuts and Fasteners","82. Bolts, Nuts and Fasteners (Quality Control) Order, 2023 S.O. 3267(E), dated 21st July 2023 Bolts, Nuts and Fasteners (Quality Control) Order, 2024 S.O. 2771(E), dated 12th July 2024"
Scheme-I (ISI Mark),IS 6623 : 2004,IS 6623,High Strength Structural Nuts,"Bolts, Nuts and Fasteners","82. Bolts, Nuts and Fasteners (Quality Control) Order, 2023 S.O. 3267(E), dated 21st July 2023 Bolts, Nuts and Fasteners (Quality Control) Order, 2024 S.O. 2771(E), dated 12th July 2024"
Scheme-I (ISI Mark),IS 14756 : 2022,IS 14756,Stainless Steel Cookware,"Cookware, Utensils and Cans for food and beverages","83. Cookware and Utensils (Quality Control) Order, 2023 S.O. 3583(E), dated 9th August 2023 Cookware, Utensils and Cans for foods and beverages (Quality Control) Order , 2024 S.O. 1365(E), dated 14th March 2024 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2024 S.O. 4494(E), dated 14th October 2024 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2024 S.O. 4494(E), dated 14th October 2024 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2025 S.O. 3850 (E) Dated 22 August, 2025 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2026 S.O.219(E) Dated 15 January, 2026 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2026 S.O.1661 (E) Dated 30 March, 2026"
Scheme-I (ISI Mark),IS 1660:2024,IS 1660,Wrought Aluminium Utensils,"Cookware, Utensils and Cans for food and beverages","83. Cookware and Utensils (Quality Control) Order, 2023 S.O. 3583(E), dated 9th August 2023 Cookware, Utensils and Cans for foods and beverages (Quality Control) Order , 2024 S.O. 1365(E), dated 14th March 2024 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2024 S.O. 4494(E), dated 14th October 2024 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2024 S.O. 4494(E), dated 14th October 2024 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2025 S.O. 3850 (E) Dated 22 August, 2025 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2026 S.O.219(E) Dated 15 January, 2026 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2026 S.O.1661 (E) Dated 30 March, 2026"
Scheme-I (ISI Mark),IS 13983:1994,IS 13983,Stainless Steel Sinks for Domestic Purposes,"Cookware, Utensils and Cans for food and beverages","83. Cookware and Utensils (Quality Control) Order, 2023 S.O. 3583(E), dated 9th August 2023 Cookware, Utensils and Cans for foods and beverages (Quality Control) Order , 2024 S.O. 1365(E), dated 14th March 2024 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2024 S.O. 4494(E), dated 14th October 2024 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2024 S.O. 4494(E), dated 14th October 2024 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2025 S.O. 3850 (E) Dated 22 August, 2025 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2026 S.O.219(E) Dated 15 January, 2026 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2026 S.O.1661 (E) Dated 30 March, 2026"
Scheme-I (ISI Mark),IS 18427:2024,IS 18427,Three piece round open top metal cans for foods and beverages,"Cookware, Utensils and Cans for food and beverages","83. Cookware and Utensils (Quality Control) Order, 2023 S.O. 3583(E), dated 9th August 2023 Cookware, Utensils and Cans for foods and beverages (Quality Control) Order , 2024 S.O. 1365(E), dated 14th March 2024 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2024 S.O. 4494(E), dated 14th October 2024 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2024 S.O. 4494(E), dated 14th October 2024 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2025 S.O. 3850 (E) Dated 22 August, 2025 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2026 S.O.219(E) Dated 15 January, 2026 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2026 S.O.1661 (E) Dated 30 March, 2026"
Scheme-I (ISI Mark),IS 14407:2023,IS 14407,Aluminium cans for beverages,"Cookware, Utensils and Cans for food and beverages","83. Cookware and Utensils (Quality Control) Order, 2023 S.O. 3583(E), dated 9th August 2023 Cookware, Utensils and Cans for foods and beverages (Quality Control) Order , 2024 S.O. 1365(E), dated 14th March 2024 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2024 S.O. 4494(E), dated 14th October 2024 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2024 S.O. 4494(E), dated 14th October 2024 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2025 S.O. 3850 (E) Dated 22 August, 2025 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2026 S.O.219(E) Dated 15 January, 2026 Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2026 S.O.1661 (E) Dated 30 March, 2026"
Scheme-I (ISI Mark),IS 17153:2019,IS 17153,Domestic Gas Stoves for use with Piped Natural Gas (PNG),Domestic Gas Stoves for use with PNG,"84. Domestic Gas Stoves for use with Piped Natural Gas (Quality Control) Order, 2023 S.O. 3584(E), dated 9th August 2023"
Scheme-I (ISI Mark),IS 15683 : 2018,IS 15683,Portable Fire Extinguishers,Fire Extinguishers,"85. Fire Extinguishers (Quality Control) Order, 2023 S.O. 3585(E), dated 9th August 2023"
Scheme-I (ISI Mark),IS 16018:2012,IS 16018,Wheeled Fire Extinguishers,Fire Extinguishers,"85. Fire Extinguishers (Quality Control) Order, 2023 S.O. 3585(E), dated 9th August 2023"
Scheme-I (ISI Mark),IS 374:2019,IS 374,Electric Ceiling Type Fans,Electric Ceiling Type Fans,"86. Electric Ceiling Type Fans (Quality Control) Order, 2023 S.O. 3641(E), dated 9th August 2023 Amendment in the Quality Control Order S.O. 777(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 1659:2004,IS 1659,Block Boards,Wood Based Boards,"87. Wood Based Boards (Quality Control) Order, 2023 S.O. 3604(E), dated 10th August 2023 Wood Based Products (Quality Control) Order, 2024 S.O. No. 1307(E), dated 12th March 2024 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 12823:2015,IS 12823,Prelaminated particle boards from wood and other Lignocellulosic material,Wood Based Boards,"87. Wood Based Boards (Quality Control) Order, 2023 S.O. 3604(E), dated 10th August 2023 Wood Based Products (Quality Control) Order, 2024 S.O. No. 1307(E), dated 12th March 2024 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 3087:2005,IS 3087,Particle boards of wood and other lignocellulosic materials (medium density) for general purpose,Wood Based Boards,"87. Wood Based Boards (Quality Control) Order, 2023 S.O. 3604(E), dated 10th August 2023 Wood Based Products (Quality Control) Order, 2024 S.O. No. 1307(E), dated 12th March 2024 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 12406:2021,IS 12406,Medium density fibre boards for general purpose,Wood Based Boards,"87. Wood Based Boards (Quality Control) Order, 2023 S.O. 3604(E), dated 10th August 2023 Wood Based Products (Quality Control) Order, 2024 S.O. No. 1307(E), dated 12th March 2024 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 3097:2006,IS 3097,Veneered particle boards,Wood Based Boards,"87. Wood Based Boards (Quality Control) Order, 2023 S.O. 3604(E), dated 10th August 2023 Wood Based Products (Quality Control) Order, 2024 S.O. No. 1307(E), dated 12th March 2024 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 1726:1991,IS 1726,Cast iron man hole covers and frames,Cast Iron Products,"88. Cast Iron Products (Quality Control) Order, 2023 S.O. 3806(E), dated 24th August 2023 Cast Iron Products (Quality Control) Order, 2024 S.O. 2287(E), dated 13th June 2024"
Scheme-I (ISI Mark),IS 1729:2002,IS 1729,Cast iron/ductile iron drainage pipes and pipe fittings for over ground non-pressure pipelines socket and spigot series,Cast Iron Products,"88. Cast Iron Products (Quality Control) Order, 2023 S.O. 3806(E), dated 24th August 2023 Cast Iron Products (Quality Control) Order, 2024 S.O. 2287(E), dated 13th June 2024"
Scheme-I (ISI Mark),IS 1879:2010,IS 1879,Malleable cast iron pipe fittings,Cast Iron Products,"88. Cast Iron Products (Quality Control) Order, 2023 S.O. 3806(E), dated 24th August 2023 Cast Iron Products (Quality Control) Order, 2024 S.O. 2287(E), dated 13th June 2024"
Scheme-I (ISI Mark),IS 13349:1992,IS 13349,Cast iron single faced thimble mounted sluice gates,Cast Iron Products,"88. Cast Iron Products (Quality Control) Order, 2023 S.O. 3806(E), dated 24th August 2023 Cast Iron Products (Quality Control) Order, 2024 S.O. 2287(E), dated 13th June 2024"
Scheme-I (ISI Mark),IS 210:2009,IS 210,Grey iron castings,Cast Iron Products,"88. Cast Iron Products (Quality Control) Order, 2023 S.O. 3806(E), dated 24th August 2023 Cast Iron Products (Quality Control) Order, 2024 S.O. 2287(E), dated 13th June 2024"
Scheme-I (ISI Mark),IS 1537:1976,IS 1537,"Vertically cast – iron pressure pipes for water, gas and sewage",Cast Iron Products,"88. Cast Iron Products (Quality Control) Order, 2023 S.O. 3806(E), dated 24th August 2023 Cast Iron Products (Quality Control) Order, 2024 S.O. 2287(E), dated 13th June 2024"
Scheme-I (ISI Mark),IS 17293:2020,IS 17293,Electric Cable for Photovoltic Systems for rated voltage 1500V DC,Solar DC Cable and Fire Survival Cable,"89. Solar DC Cable and Fire Survival Cable (Quality Control) Order, 2023 S.O. 3807(E), dated 24th August 2023"
Scheme-I (ISI Mark),IS 17505(,IS 17505,"Thermosetting Insulated, Fire Survival Cables for working voltage upto and including 1100V AC and 1500V DC",Solar DC Cable and Fire Survival Cable,"89. Solar DC Cable and Fire Survival Cable (Quality Control) Order, 2023 S.O. 3807(E), dated 24th August 2023"
Scheme-I (ISI Mark),IS 617:1994,IS 617,Cast aluminium and its alloys – Ingots and castings for general engineering purposes,Metals and Alloys,"Aluminium and Aluminium Alloys (Quality Control) Order, 2023 S.O. 3846(E), dated 31st August 2023 Aluminium and Aluminium Alloys (Quality Control) Amendment Order, 2023 (S.O. 5090(E), dated 30th November, 2023) Aluminium and Aluminium Alloys (Quality Control) Amendment Order, 2024 S.O. 1902(E), dated 03rd May 2024 Withdrawal of Aluminium and Aluminium Alloys (Quality Control) Order, 2023 S.O. 5173(E) Dated 13 November, 2025"
Scheme-I (ISI Mark),IS 11890 : 1987,IS 11890,High purity primary aluminum ingot for remelting for special applications,Metals and Alloys,"Aluminium and Aluminium Alloys (Quality Control) Order, 2023 S.O. 3846(E), dated 31st August 2023 Aluminium and Aluminium Alloys (Quality Control) Amendment Order, 2023 (S.O. 5090(E), dated 30th November, 2023) Aluminium and Aluminium Alloys (Quality Control) Amendment Order, 2024 S.O. 1902(E), dated 03rd May 2024 Withdrawal of Aluminium and Aluminium Alloys (Quality Control) Order, 2023 S.O. 5173(E) Dated 13 November, 2025"
Scheme-I (ISI Mark),IS 6754:1972,IS 6754,Aluminum alloy ingots for remelting for general engineering purpose,Metals and Alloys,"Aluminium and Aluminium Alloys (Quality Control) Order, 2023 S.O. 3846(E), dated 31st August 2023 Aluminium and Aluminium Alloys (Quality Control) Amendment Order, 2023 (S.O. 5090(E), dated 30th November, 2023) Aluminium and Aluminium Alloys (Quality Control) Amendment Order, 2024 S.O. 1902(E), dated 03rd May 2024 Withdrawal of Aluminium and Aluminium Alloys (Quality Control) Order, 2023 S.O. 5173(E) Dated 13 November, 2025"
Scheme-I (ISI Mark),IS 2590 : 1987,IS 2590,Primary aluminium ingots for remelting for general engineering purpose,Metals and Alloys,"Aluminium and Aluminium Alloys (Quality Control) Order, 2023 S.O. 3846(E), dated 31st August 2023 Aluminium and Aluminium Alloys (Quality Control) Amendment Order, 2023 (S.O. 5090(E), dated 30th November, 2023) Aluminium and Aluminium Alloys (Quality Control) Amendment Order, 2024 S.O. 1902(E), dated 03rd May 2024 Withdrawal of Aluminium and Aluminium Alloys (Quality Control) Order, 2023 S.O. 5173(E) Dated 13 November, 2025"
Scheme-I (ISI Mark),IS 4026 : 2023,IS 4026,Aluminum ingots billets and wire bars (EC GRADE),Metals and Alloys,"Aluminium and Aluminium Alloys (Quality Control) Order, 2023 S.O. 3846(E), dated 31st August 2023 Aluminium and Aluminium Alloys (Quality Control) Amendment Order, 2023 (S.O. 5090(E), dated 30th November, 2023) Aluminium and Aluminium Alloys (Quality Control) Amendment Order, 2024 S.O. 1902(E), dated 03rd May 2024 Withdrawal of Aluminium and Aluminium Alloys (Quality Control) Order, 2023 S.O. 5173(E) Dated 13 November, 2025"
Scheme-I (ISI Mark),IS 191:2007,IS 191,Copper,Metals and Alloys,"Copper (Quality Control) Order, 2023 S.O. 3847(E), dated 31st August 2023 Copper (Quality Control) Amendment Order, 2023 (S.O. 4796(E), dated 3rd November, 2023) Copper (Quality Control) Amendment Order, 2024 S.O. 1901(E), dated 03rd May 2024 Withdrawal of Copper (Quality Control) Order, 2023 S.O. 5174(E) Dated 13 November, 2025"
Scheme-I (ISI Mark),IS 7506:1987,IS 7506,Nickel Powder,Metals and Alloys,"Nickel (Quality Control) Order, 2023 S.O. 3848(E), dated 31st August 2023 Nickel (Quality Control) Amendment Order, 2023 (S.O. 5091(E), dated 30th November, 2023) Nickel (Quality Control) Amendment Order, 2024 S.O. 1900(E), dated 03rd May 2024 Withdrawal of Nickel (Quality Control) Order, 2023 S.O. 5166(E) Dated 13 November, 2025"
