corpus_id,organization,source_system,source_section,tender_reference,tender_id,description,description_kind,item_type_hint,quantity,unit,location,product_category,document_url,source_url
M018899,Oil India Limited,oil-india.com,tender detail,GEM/2026/B/7245660,,"HIRING SERVICES OF TWO NOS. OF BRAND-NEW TATA STAR BUSES ULTRA 50 plus D SEATER BUS, DIESEL DRIVEN, BSVI MODEL OR EQUIVALENT AT PS8, SONAPUR FOR A PERIOD OF 4 (FOUR) YEARS",tender_detail,,,,Sonapur,,https://www.oil-india.com/download-tender-document?ten_detail=NkVTeXZTSEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NkVTeXZRPT0=
M018900,Oil India Limited,oil-india.com,tender detail,GEM/2024/B/4924878,,"HIRING SERVICES TO CARRY OUT THE COMPREHENSIVE HEALTH CHECK UP & ANCILLARY WORKS LIKE PAINTING, REJUVENATION OF EARTH PITS, AVIATION LAMPS RE WIRING ETC. OF THE ALL THE TELECOM TOWERS IN COMPLIANCE WITH OISD AUDIT RECOMMENDATIONS AS WELL AS DOT GUIDELINES",tender_detail,,,,Jorhat,,https://www.oil-india.com/download-tender-document?ten_detail=N2thMG9HaksrUk8zMlFjPQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=N2thMA==
M018901,Oil India Limited,oil-india.com,tender detail,GEM/2025/B/6830263,,"HIRING SUPPORT SERVICES FOR STATION OPERATION AND MAINTENANCE WORK INCLUDING STATION UPKEEPMENT SERVICES UNDER PS05, NOONMATI FOR A PERIOD OF TWO YEARS",tender_detail,,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NlUrK3RDSEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NlUrK3RBPT0=
M018902,Oil India Limited,oil-india.com,tender detail,GEM/2025/B/6494974,,"HIRING THE AMC SERVICES AND BREAKDOWN MAINTENANCE SERVICES OF 2 NUMBERS OF MAINLINE HORIZONTAL PUMPS (SULZER GSG) ALONG WITH PRIME MOVERS AND THEIR EQUIPMENT AT PS6, BONGAIGAON PUMP STATION FOR A PERIOD OF 3(THREE) YEARS",tender_detail,pump,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NlVPK3Z5SEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NlVPK3Z3PT0=
M018903,Oil India Limited,oil-india.com,tender detail,GEM/2026/B/7558877,,"HIRING THE SERVICE OF 01(ONE) NUMBER BRAND NEW CAR (MAKE TATA TIGOR XZ 1.2 (P) MANUAL OR EQUIVALENT) PETROL DRIVEN, BS VI OR LATEST COMPLIANCE FOR PLYING/WORKING UNDER PS-8(SONAPUR) OPERATIONS, OIL INDIA LIMITED, PO-HAPTIAGACH, DISTRICT- UTTAR DINAJPUR, WEST BENGAL FOR A PERIOD OF 04(FOUR) YEARS",tender_detail,,,,Sonapur,,https://www.oil-india.com/download-tender-document?ten_detail=NkVDenZTSEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NkVDenZRPT0=
M018904,Oil India Limited,oil-india.com,tender detail,GEM/2026/B/7182808,,"HIRING THE SERVICE OF A ONE (01) NO. OF MAHINDRA SCORPIO CLASSIC S11 FOR ROW / ROU VISIT AND OTHER LAND RELATED JOBS AROUND GUWAHATI AND OTHER DISTRICTS IN ASSSAM, WEST BENGAL & BIHAR FOR A PERIOD OF 4 (FOUR) YEARS",tender_detail,,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NkVXK3V5SEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NkVXK3V3PT0=
M018905,Oil India Limited,oil-india.com,tender detail,GEM/2026/B/7086119,,HIRING THE SERVICE OF VINTAGE PICKUP MAHINDRA BOLERO CAMPER GOLD WITH DOUBLE CABIN AC OR EQUIVALENT OF NOT MORE THAN 2 YEARS ON AS AND WHEN REQUIRED BASIS FOR A PERIOD OF 3 YEARS PS-3 T&I SECTION,tender_detail,,,,Jorhat,,https://www.oil-india.com/download-tender-document?ten_detail=NkVhL3RTSEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NkVhL3RRPT0=
M018906,Oil India Limited,oil-india.com,tender detail,GEM/2025/B/6622809,,"HIRING THE SERVICES FOR ""PIPELINE MODIFICATION JOB REQUIRED FOR EXPOSURE REPAIR AT PLKM 694, KHALPARA JHORA (HASIMARA) FOR 3 NO. OF PIPELINES (NSPL, NBPL AND GSPL)""",tender_detail,pipe,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NlVHd3VDSEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NlVHd3VBPT0=
M018907,Oil India Limited,oil-india.com,tender detail,GEM/2025/B/6890938,,HIRING THE SERVICES FOR CARRYING OUT PIPELINE ROW EXPOSURE REPAIR WORK FROM PLKM 498.00 TO PLKM 632.00 AT DIFFERENT LOCATIONS FOR A PERIOD OF 03 YEARS AS AND WHEN REQUIRED BASIS,tender_detail,pipe,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NlU2eHZTSEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NlU2eHZRPT0=
M018908,Oil India Limited,oil-india.com,tender detail,GEM/2026/B/7293046,,HIRING THE SERVICES FOR CARRYING OUT PIPELINE ROW EXPOSURE REPAIR WORK FROM PLKM 632.00 TO PLKM 704.00 AT DIFFERENT LOCATIONS FOR A PERIOD OF 4 YEARS ON AS AND WHEN REQUIRED BASIS,tender_detail,pipe,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NkVTL3V5SEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NkVTL3V3PT0=
M018909,Oil India Limited,oil-india.com,tender detail,GCO1048L26,,HIRING THE SERVICES FOR REPLACEMENT OF EXISTING RCC TRENCH COVERS WITH PAVER BLOCKS IN THE MAINLINE PUMP SHED AT PS-01 WHICH PRIMARILY INVOLVES DISMANTLING OF EXISTING CONCRETE SLABS AND PROVIDING PAVER BLOCKS OVER THE CABLE TRENCH ADJACENT TO THE MLPS AND ROCKING PUMPS OF MAIN-LINE AND BRANCH-LINE. (LIMITED TENDER BASIS),tender_detail,pump,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NkVXMXZDSEw2RXFyM1FZPQ%3D%3D,https://www.oil-india.com/tender-details/65?in_detail=NkVXMXZBPT0=
M018910,Oil India Limited,oil-india.com,tender detail,GEM/2025/B/6831761,,HIRING THE SERVICES FOR SHIFTING PIPES WITHIN PIPELINE HEADQUATER PREMISES FOR ONE YEAR,tender_detail,pipe,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NlUrL3ZDSEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NlUrL3ZBPT0=
M018911,Oil India Limited,oil-india.com,tender detail,GEM/2025/B/6265721,,"HIRING THE SERVICES FOR TESTING, CALIBRATION, AND CERTIFICATION OF AIR VESSELS, PSVS & TSVS AT PS-9 DUMAR FOR A PERIOD OF TWO YEARS",tender_detail,,,,Dumar,,https://www.oil-india.com/download-tender-document?ten_detail=NlVhK3VpSEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NlVhK3VnPT0=
M018912,Oil India Limited,oil-india.com,tender detail,CGI7460P25,,"HIRING THE SERVICES FOR UP KEEPMENT, MAINTENANCE AND CARETAKER SERVICES OF PIPELINE EMPLOYEE STAFF GUEST HOUSE AT PS1, DULIAJAN FOR A PERIOD OF 4 (FOUR) YEARS",tender_detail,pipe,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=Nmthd3Z5SEw2RXFyM1FBPQ%3D%3D,https://www.oil-india.com/tender-details/63?in_detail=Nmthd3Z3PT0=
M018913,Oil India Limited,oil-india.com,tender detail,GEM/2026/B/7874732,,"HIRING THE SERVICES OF ""VINTAGE VEHICLE (NOT MORE THAN TWO YEARS) MAHINDRA BOLERO CAMPER GOLD OR SUBSTANTIALLY EQUIVALENT WITH DOUBLE CABIN FOR TELECOM & INSTRUMENTATION DEPARTMENT UNDER PUMP STATION-5, GUWAHATI ON AS AND WHEN REQUIRED BASIS FOR A PERIOD OF 3 YEARS",tender_detail,pump,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NzBleXZ5SEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NzBleXZ3PT0=
M018914,Oil India Limited,oil-india.com,tender detail,GEM/2026/B/7900928,,"HIRING THE SERVICES OF 01 (ONE) NO. BRAND NEW MAHINDRA BOLERO-B6- OPT OR ITS EQUIVALENT MODEL, 2 WHEEL DRIVE, DIESEL ENGINE DRIVEN LIGHT PASSENGER VEHICLE WITH DRIVER AND ALL FITTINGS & ACCESSORIES FOR USE IN MATERIALS SECTION OF PHQ FOR A PERIOD OF 4(FOUR) YEARS",tender_detail,pipe fitting,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NzBleHRDSEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NzBleHRBPT0=
M018915,Oil India Limited,oil-india.com,tender detail,CGI9746P26,,HIRING THE SERVICES OF 01 (One) 26-SEATER MINIBUS ALONG WITH 1 (ONE) DRIVER AND 1(ONE) HELPER AT PS-9 DUMAR FOR A PERIOD OF (04) FOUR YEARS,tender_detail,,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NlVPeXV5SEw2RXFyM1FBPQ%3D%3D,https://www.oil-india.com/tender-details/63?in_detail=NlVPeXV3PT0=
M018916,Oil India Limited,oil-india.com,tender detail,CGI1774P27,,HIRING THE SERVICES OF 01(ONE) NO. BRAND-NEW VEHICLE DIESEL DRIVEN BS VI OR LATEST COMPLIANCE BRAND MAHINDRA BOLERO CAMPER GOLD ZX OR EQUIVALENT MODEL 2 WHEEL DRIVE FOR PLYING UNDER E&C SECTION AT PS8 (SONAPUR) FOR A PERIOD OF 4 (FOUR) YEARS IN THE STATES OF WEST BENGAL AND BIHAR,tender_detail,,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NkVHd3RDSEw2RXFyM1FBPQ%3D%3D,https://www.oil-india.com/tender-details/63?in_detail=NkVHd3RBPT0=
M018917,Oil India Limited,oil-india.com,tender detail,GEM/2026/B/7371058,,"HIRING THE SERVICES OF 1 (ONE) NO. BRAND NEW MAHINDRA BOLERO NEO N10 BS6, 2.0 OR ITS HIGHER MODEL, DIESEL ENGINE DRIVEN VEHICLE WITH BS6 COMPLIANCE FOR RANGAPANI TERMINAL FOR PLYING UNDER THE OPERATIONAL AREAS OF RANGAPANI TERMINAL FOR A PERIOD OF 4 (FOUR) YEAR",tender_detail,,,,DARJEELING,,https://www.oil-india.com/download-tender-document?ten_detail=NkVPK3VDSEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NkVPK3VBPT0=
M018918,Oil India Limited,oil-india.com,tender detail,GEM/2026/B/7154981,,"HIRING THE SERVICES OF 1 (ONE) NO. BRAND NEW VEHICLE (DIESEL DRIVEN, BS VI OR LATEST COMPLIANCE, BRAND: MAHINDRA BOLERO CAMPER GOLD ZX, B6 OPT OR EQUIVALENT MODEL, 2 WHEEL DRIVE) FOR PLYING UNDER E&C SECTION AT PS8 (SONAPUR) FOR A PERIOD OF 4 (FOUR) YEARS",tender_detail,,,,Sonapur,,https://www.oil-india.com/download-tender-document?ten_detail=NkVXd3ZTSEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NkVXd3ZRPT0=
M018919,Oil India Limited,oil-india.com,tender detail,CGI9152P26,,"HIRING THE SERVICES OF 1 (ONE) NO. MAHINDRA SCORPIO CLASS S/2WD/BS6, DIESEL DRIVEN VEHICLE FOR PLYING UNDER PS3(MM), JORHAT FOR A PERIOD OF 4 YEAR",tender_detail,,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NlVhMnRDSEw2RXFyM1FBPQ%3D%3D,https://www.oil-india.com/tender-details/63?in_detail=NlVhMnRBPT0=
M018920,Oil India Limited,oil-india.com,tender detail,CGI9443P26,,"HIRING THE SERVICES OF 1 (ONE) NUMBER BRAND NEW AMBULANCE WITH AC (FORCE TRAX CRUISER AMBULANCE)5 plus D plus P SEATER CAPACITY, 2WD DIESEL DRIVEN BS VI MODEL OR EQUIVALENT FOR A PERIOD OF 4 (FOUR)YEARS UNDER MEDICAL SECTION AT PS8, SONAPUR, OIL INDIA LIMITED, WEST BENGAL W.E.F 01.09.2025",tender_detail,,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NlVXd3VpSEw2RXFyM1FBPQ%3D%3D,https://www.oil-india.com/tender-details/63?in_detail=NlVXd3VnPT0=
M018921,Oil India Limited,oil-india.com,tender detail,CGI6444P25,,"HIRING THE SERVICES OF 1 (ONE) NUMBER BRAND NEW MAHINDRA BOLERO AC, 2WD, BSVI TO BE USED IN OILS OPERATIONAL AREAS UNDER PS4, SEKONI FOR A PERIOD OF 4(FOUR) YEARS",tender_detail,,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=N2tHem9HaksrUk93MkE9PQ%3D%3D,https://www.oil-india.com/tender-details/63?in_detail=N2tHeg==
M018922,Oil India Limited,oil-india.com,tender detail,CGI6824P25,,"HIRING THE SERVICES OF 1 (ONE) NUMBER MAHINDRA SCORPIO CLASSIC S (NEW) FOR PLYING AT OILS OPERATIONAL AREAS UNDER PLM, PS-3 JURISDICTION FOR A PERIOD OF 4 YEARS",tender_detail,,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=N0UrM29HaksrUk93MkE9PQ%3D%3D,https://www.oil-india.com/tender-details/63?in_detail=N0UrMw==
M018923,Oil India Limited,oil-india.com,tender detail,CGI6706P25,,"HIRING THE SERVICES OF 1 NO. BRAND NEW MAHINDRA BOLERO B-4, DIESEL ENGINE DRIVEN VEHICLE FOR PLYING UNDER CONTRACTS SECTION, PHQ GUWAHATI, FOR A PERIOD OF 4(FOUR) YEARS",tender_detail,,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NGtlMm9HaksrUk93MkE9PQ%3D%3D,https://www.oil-india.com/tender-details/63?in_detail=NGtlMg==
M018924,Oil India Limited,oil-india.com,tender detail,GEM/2026/B/7686280,,HIRING THE SERVICES OF 10 NOS. OF ELECTRICAL SUBMERSIBLE PUMPS (ESP) FOR A PERIOD OF THREE YEARS,tender_detail,pump,,,Duliajan,,https://www.oil-india.com/download-tender-document?ten_detail=NkU2MnVTSEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NkU2MnVRPT0=
M018925,Oil India Limited,oil-india.com,tender detail,CGI7429P25,,"HIRING THE SERVICES OF A BRAND NEW MAHINDRA BOLERO NEO PLUS P4 (BASE MODEL WITH A/C) BS-VI FOR PIPELINE MAINTENANCE BASE, PS-08 (SONAPUR) FOR A PERIOD OF 4 (FOUR) YEARS",tender_detail,pipe,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NmtheXRTSEw2RXFyM1FBPQ%3D%3D,https://www.oil-india.com/tender-details/63?in_detail=NmtheXRRPT0=
M018926,Oil India Limited,oil-india.com,tender detail,CGI5818P24,,"HIRING THE SERVICES OF A BRAND NEW MAHINDRA BOLERO, BSVI HAVING MINIMUM 6 plus 1 SEATING CAPACITY DIESEL DRIVEN FOR A PERIOD OF 4 (FOUR) YEARS UNDER OPERATION SECTION, OIL INDIA LIMITED, PS2, MORAN PUMP STATION THE STATE OF ASSAM",tender_detail,pump,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NlVTeW9HaksrUk93MkE9PQ%3D%3D,https://www.oil-india.com/tender-details/63?in_detail=NlVTeQ==
M018927,Oil India Limited,oil-india.com,tender detail,GEM/2025/B/6672018,,"HIRING THE SERVICES OF A BRAND NEW TATAYODHA SC 4 BY 4 LXWC BSVI CREW CABIN BASE MODEL WITH AC PICKUP FOR PIPELINE MAINTENANCE BASE PUMP STATION NO 08 SONAPUR, FOR APERIOD OF 4 FOUR YEARS",tender_detail,pump,,,Sonapur,,https://www.oil-india.com/download-tender-document?ten_detail=NlVDMXVDSEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NlVDMXVBPT0=
M018928,Oil India Limited,oil-india.com,tender detail,CGI9517P26,,"HIRING THE SERVICES OF A BRAND-NEW BOLERO CAMPER DI,4WD WITH DOUBLE CABIN (BASE MODEL) OR AN EQUIVALENT MODEL VEHICLE WITH STANDARD FITTINGS INCLUDING 1(ONE) NO. DRIVER & 2(TWO) NOS. HELPERS FOR PROVIDING PIGGING ASSISTANCE SERVICES E.G.-CLEANING, HANDLING & TRANSPORTATION OF CRUDE OIL / WAX / SLUDGE / PIG IN DULIAJAN-DIGBOI COD LINE FOR A PERIOF OF 4(FOUR) YEARS",tender_detail,pipe fitting,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NlVTMHV5SEw2RXFyM1FBPQ%3D%3D,https://www.oil-india.com/tender-details/63?in_detail=NlVTMHV3PT0=
M018929,Oil India Limited,oil-india.com,tender detail,GEM/2026/B/7868713,,"HIRING THE SERVICES OF A NEW MINIBUS, TATA STARBUS BS VI DIESEL 24-SEATER OR EQUIVALENT, FOR PLACING AT PUMP STATION-10 BARAUNI, IN THE DISTRICT OF BEGUSARAI(BIHAR) FOR A PERIOD OF (04) FOUR YEARS",tender_detail,pump,,,Barauni,,https://www.oil-india.com/download-tender-document?ten_detail=NzBleXZTSEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NzBleXZRPT0=
M018930,Oil India Limited,oil-india.com,tender detail,CGI5922P24,,"HIRING THE SERVICES OF AERIAL SURVEILLANCE OF PL ROW THROUGH DRONE / UAV ON AS AND WHEN REQUIRED BASIS at the following locations Kaziranga (RS3, PL Km 214) to Ghani (RS4, PL Km 313) in Assam, along the Pipeline ROW",tender_detail,pipe,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NkVTd29HaksrUk93MkE9PQ%3D%3D,https://www.oil-india.com/tender-details/63?in_detail=NkVTdw==
M018931,Oil India Limited,oil-india.com,tender detail,CGI5608P24,,HIRING THE SERVICES OF BRAND NEW MARUTI SUZUKI SWIFT DZIRE VXI OR EQUIVALENT UNDER PIPELINE PROJECT DEPARTMENT,tender_detail,pipe,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NzBXcjZXbmJvQWkx,https://www.oil-india.com/tender-details/63?in_detail=NzBVPQ==
M018932,Oil India Limited,oil-india.com,tender detail,GEM/2026/B/7568622,,"HIRING THE SERVICES OF BRAND NEW, FULLY BUILT, AIS (AUTOMOTIVE INDUSTRY STANDARD):125 (PART-1) TYPE-C CERTIFIED AIR CONDITIONED (AC) ROAD AMBULANCE PURCHASED & REGISTERED AFTER THE DATE OF ISSUE OF LOA (OR AS PER THE DATE MENTIONED IN THE LOA) MEETING THE TENDER SPECIFICATIONS/ REQUIREMENTS ALONG WITH THE MEDICAL EQUIPMENT ETC. STIPULATED IN THE TENDER FOR 24 HOURS DUTY BY 2 DRIVERS AS MENTIONED IN THE TENDER TO BE STATIONED AT MEDICAL SECTION, PHQ IN GUWAHATI ASSAM FOR A PERIOD OF 04(FOUR) YEARS",tender_detail,,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NkVDd3VDSEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NkVDd3VBPT0=
M018933,Oil India Limited,oil-india.com,tender detail,GEM/2024/B/5763849,,"HIRING THE SERVICES OF CLEANING, HYDROTESTING AND PRESERVATION OF 406.4 MM (16 INCH) OD API 5LX-46 GRADE UNUSED PIPE STRING OF LENGTH 600 METRE (APPROX.) AT TEESTA RIVER (PLKM 800) IN WEST BENGAL",tender_detail,pipe,,,Sonapur,,https://www.oil-india.com/download-tender-document?ten_detail=NmtLd3RDSEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NmtLd3RBPT0=
M018934,Oil India Limited,oil-india.com,tender detail,GEM/2025/B/6667343,,HIRING THE SERVICES OF CONTRACT LABOUR FOR MANPOWER ASSISTANCE IN PUMPING OPERATION AND OTHER ERRAND JOBS UNDER PUMP STATION-11 TENGAKHAT FOR FOUR YEARS,tender_detail,pump,,,Duliajan,,https://www.oil-india.com/download-tender-document?ten_detail=NlVDMHVTSEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NlVDMHVRPT0=
M018935,Oil India Limited,oil-india.com,tender detail,GEM/2024/B/5175652,,"HIRING THE SERVICES OF DGPS SURVEY FOR A SECTION OF PIPELINE RIGHT OF WAY, 100 KMS LENGTH",tender_detail,pipe,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NGtleW9HaksrUk8zMlFjPQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NGtleQ==
M018936,Oil India Limited,oil-india.com,tender detail,CGI9829P26,,HIRING THE SERVICES OF HIRED VEHICLE ON AS AND WHEN REQUIRED BASIS UNDER PS9 DUMAR FOR A PERIOD OF 2 (TWO) YEARS WITH THE PROVISION FOR EXTENSION OF CONTRACT FOR ANOTHER 1 (ONE) YEAR,tender_detail,,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NlVPeHZTSEw2RXFyM1FBPQ%3D%3D,https://www.oil-india.com/tender-details/63?in_detail=NlVPeHZRPT0=
M018937,Oil India Limited,oil-india.com,tender detail,CGI5612P24,,HIRING THE SERVICES OF MAHINDRA SCORPIO CLASSIC S (BASE) MODEL OR MAHINDRA SCORPIO BASE MODEL FOR PS5 TELEMETRY AND INSTRUMENTATION SECTION FOR A PERIOD OF 4 YEAR,tender_detail,instrument,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NlVPL29HaksrUk93MkE9PQ%3D%3D,https://www.oil-india.com/tender-details/63?in_detail=NlVPLw==
M018938,Oil India Limited,oil-india.com,tender detail,GEM/2026/B/7220837,,HIRING THE SERVICES OF MAINTAINING OIL'S OFC NETWORK AND TELECOM CABLE SPREAD ACROSS OIL'S OPERATIONAL AREAS FROM PIPELINE ROW CHAINAGE PL KM 71 TO KM 214 & FROM PL KM 172 TO NUMALIGARH TERMINAL UNDER PS3 T&I BASE FOR A PERIOD OF THREE YEARS,tender_detail,cable,,,Jorhat,,https://www.oil-india.com/download-tender-document?ten_detail=NkVTMHVpSEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NkVTMHVnPT0=
M018939,Oil India Limited,oil-india.com,tender detail,GEM/2024/B/5156570,,"HIRING THE SERVICES OF MAKING FLEX PRINT & SIMILAR SIGNBOARDS, BANNERS, SIGNAGE ETC FOR PS4 SEKONI, ON AS & WHEN REQUIRED BASIS FOR A PERIOD OF TWO YEARS EXTENDABLE BY ONE YEAR",tender_detail,,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NDBDK29HaksrUk8zMlFjPQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NDBDKw==
M018940,Oil India Limited,oil-india.com,tender detail,CGI8933P25,,"HIRING THE SERVICES OF ONE (01) BRAND-NEW BOLERO (MODEL B4) OR AN EQUIVALENT VEHICLE, COMPLIANT WITH POLLUTION NORMS (BS 6.2) AND EQUIPPED WITH STANDARD FITTINGS, FOR THE VIGILANCE CELL OF OIL INDIA LIMITED, PHQ, GUWAHATI, ASSAM, FOR A PERIOD OF FOUR YEARS",tender_detail,pipe fitting,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=Nms2K3VpSEw2RXFyM1FBPQ%3D%3D,https://www.oil-india.com/tender-details/63?in_detail=Nms2K3VnPT0=
M018941,Oil India Limited,oil-india.com,tender detail,CGI9710P26,,"HIRING THE SERVICES OF ONE (01) BRAND-NEW BOLERO (MODEL B6) OR AN EQUIVALENT VEHICLE, COMPLIANT WITH POLLUTION NORMS (BS 6.2) AND EQUIPPED WITH STANDARD FITTINGS, FOR THE EMPLOYEE RELATIONS DEPARTMENT, PHQ, GUWAHATI, ASSAM, FOR A PERIOD OF FOUR YEARS",tender_detail,pipe fitting,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NlVPeXZDSEw2RXFyM1FBPQ%3D%3D,https://www.oil-india.com/tender-details/63?in_detail=NlVPeXZBPT0=
M018942,Oil India Limited,oil-india.com,tender detail,GEM/2026/B/7281973,,"HIRING THE SERVICES OF ONE (01) BRAND-NEW BOLERO, B6 OR EQUIVALENT, FOR CISF UNDER ADMINISTRATION DEPT, PHQ, GUWAHATI, ASSAM, FOR A PERIOD OF FOUR YEARS (WITH 2 NOS DRIVERS)",tender_detail,,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NkVPMHVpSEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NkVPMHVnPT0=
M018943,Oil India Limited,oil-india.com,tender detail,CGI8492P25,,"HIRING THE SERVICES OF ONE BRAND NEW MAHINDRA SCORPIO BASE MODEL (BS-VI OR LATEST COMPLIANCE) HAVING ALL ASSAM & BENGAL PERMIT FOR A PERIOD OF 4 YEARS UNDER PLP DEPARTMENT, PHQ, GUWAHATI",tender_detail,,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NlVTeHRTSEw2RXFyM1FBPQ%3D%3D,https://www.oil-india.com/tender-details/63?in_detail=NlVTeHRRPT0=
M018944,Oil India Limited,oil-india.com,tender detail,CGI9305P26,,"HIRING THE SERVICES OF ONE NUMBER BRAND NEW MAHINDRA BOLERO B4 WITH AC, 7-SEATER, DIESEL DRIVEN BS VI MODEL OR EQUIVALENT FOR USE IN ROW PATROLLING OF MAINLINE AND BRANCH LINE UNDER PUMP STATION-1 JURISDICTION",tender_detail,pump,,,Guwahati,,https://www.oil-india.com/download-tender-document?ten_detail=NlVhK3ZpSEw2RXFyM1FBPQ%3D%3D,https://www.oil-india.com/tender-details/63?in_detail=NlVhK3ZnPT0=
M018945,Oil India Limited,oil-india.com,tender detail,GEM/2025/B/6798669,,HIRING THE SERVICES OF PASSENGER VEHICLE INNOVA TOYOTA FORTUNER AND SWIFT DEZIRE OR EQUIVALENT BOLERONOT OLDER THAN 3 YEARS ON AS AND WHENREQUIRED BASIS FOR A PERIOD OF FOUR 4 YEARS,tender_detail,,,,DARJEELING,,https://www.oil-india.com/download-tender-document?ten_detail=NlUrenVTSEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NlUrenVRPT0=
M018946,Oil India Limited,oil-india.com,tender detail,GEM/2026/B/7120249,,"HIRING THE SERVICES OF ROW/ROU LINE WALKING BY LINE WALKING METHOD FOR A PERIOD OF THREE(3) YEARS FROM PL KM 0.0 KM TO 34.0 KM OF NAHARKATIA-BARAUNI CRUDE OIL PIPELINE (NBPL),0.0 KM TO 38 KM OF DIGBOI-DLIAJAN CRUDE OIL PIPELINE, PL KM 0.0 TO 22 KM FOR TSPL AND OFC ROUTE FOR TPS FROM 0.0 KM TO 27 KM,UNDER PUMP STATION NO. 1,DULIAJAN",tender_detail,pump,,,Duliajan,,https://www.oil-india.com/download-tender-document?ten_detail=NkVXMXZpSEw2RXFyMmdHdQ%3D%3D,https://www.oil-india.com/tender-details/124?in_detail=NkVXMXZnPT0=
